DATE,PRCP,TMAX,TMIN,RAIN
04-08-2017, -   ,91.00,62.00,FALSE
05-08-2017, -   ,82.00,58.00,FALSE
06-08-2017, -   ,82.00,58.00,FALSE
07-08-2017, -   ,84.00,57.00,FALSE
08-08-2017, -   ,89.00,59.00,FALSE
09-08-2017, -   ,91.00,61.00,FALSE
10-08-2017, -   ,90.00,60.00,FALSE
11-08-2017, -   ,77.00,57.00,FALSE
12-08-2017,0.02,76.00,58.00,TRUE
13-08-2017, -   ,74.00,60.00,FALSE
14-08-2017, -   ,73.00,56.00,FALSE
15-08-2017, -   ,78.00,55.00,FALSE
16-08-2017, -   ,79.00,57.00,FALSE
17-08-2017, -   ,75.00,59.00,FALSE
18-08-2017, -   ,73.00,55.00,FALSE
19-08-2017, -   ,76.00,58.00,FALSE
20-08-2017, -   ,77.00,56.00,FALSE
21-08-2017, -   ,83.00,57.00,FALSE
22-08-2017, -   ,86.00,60.00,FALSE
23-08-2017, -   ,75.00,59.00,FALSE
24-08-2017, -   ,72.00,58.00,FALSE
25-08-2017, -   ,76.00,54.00,FALSE
26-08-2017, -   ,84.00,54.00,FALSE
27-08-2017, -   ,87.00,61.00,FALSE
28-08-2017, -   ,88.00,62.00,FALSE
29-08-2017, -   ,85.00,60.00,FALSE
30-08-2017, -   ,77.00,60.00,FALSE
31-08-2017, -   ,75.00,61.00,FALSE
01-09-2017, -   ,85.00,57.00,FALSE
02-09-2017, -   ,90.00,62.00,FALSE
03-09-2017, -   ,90.00,65.00,FALSE
04-09-2017, -   ,88.00,65.00,FALSE
05-09-2017, -   ,85.00,66.00,FALSE
06-09-2017, -   ,81.00,63.00,FALSE
07-09-2017, -   ,75.00,61.00,FALSE
08-09-2017, -   ,71.00,60.00,FALSE
09-09-2017, -   ,68.00,59.00,FALSE
10-09-2017, -   ,73.00,55.00,FALSE
11-09-2017, -   ,80.00,52.00,FALSE
12-09-2017, -   ,77.00,57.00,FALSE
13-09-2017, -   ,70.00,53.00,FALSE
14-09-2017, -   ,74.00,54.00,FALSE
15-09-2017, -   ,76.00,50.00,FALSE
16-09-2017, -   ,76.00,53.00,FALSE
17-09-2017,0.15,64.00,54.00,TRUE
18-09-2017,0.16,62.00,50.00,TRUE
19-09-2017,0.04,64.00,50.00,TRUE
20-09-2017,0.13,57.00,50.00,TRUE
21-09-2017,0.02,64.00,50.00,TRUE
22-09-2017, -   ,68.00,51.00,FALSE
23-09-2017, -   ,68.00,54.00,FALSE
24-09-2017, -   ,72.00,50.00,FALSE
25-09-2017,0.01,65.00,56.00,TRUE
26-09-2017, -   ,74.00,55.00,FALSE
27-09-2017, -   ,80.00,54.00,FALSE
28-09-2017, -   ,86.00,55.00,FALSE
29-09-2017,0.07,67.00,54.00,TRUE
30-09-2017,0.01,64.00,52.00,TRUE
01-10-2017, -   ,62.00,50.00,FALSE
02-10-2017, -   ,62.00,47.00,FALSE
03-10-2017, -   ,69.00,44.00,FALSE
04-10-2017, -   ,68.00,45.00,FALSE
05-10-2017, -   ,69.00,45.00,FALSE
06-10-2017,0.01,66.00,46.00,TRUE
07-10-2017,0.01,62.00,49.00,TRUE
08-10-2017,0.01,62.00,46.00,TRUE
09-10-2017, -   ,64.00,43.00,FALSE
10-10-2017, -   ,60.00,45.00,FALSE
11-10-2017,0.17,57.00,43.00,TRUE
12-10-2017,0.38,50.00,45.00,TRUE
13-10-2017, -   ,54.00,41.00,FALSE
14-10-2017, -   ,56.00,38.00,FALSE
15-10-2017, -   ,63.00,41.00,FALSE
16-10-2017, -   ,62.00,42.00,FALSE
17-10-2017,0.06,60.00,49.00,TRUE
18-10-2017,1.35,64.00,47.00,TRUE
19-10-2017,1.04,54.00,50.00,TRUE
20-10-2017,0.13,53.00,46.00,TRUE
21-10-2017,1.61,58.00,45.00,TRUE
22-10-2017,0.02,60.00,50.00,TRUE
23-10-2017, -   ,65.00,49.00,FALSE
24-10-2017, -   ,66.00,46.00,FALSE
25-10-2017,0.01,59.00,44.00,TRUE
26-10-2017, -   ,58.00,49.00,FALSE
27-10-2017, -   ,66.00,46.00,FALSE
28-10-2017, -   ,68.00,44.00,FALSE
29-10-2017, -   ,56.00,46.00,FALSE
30-10-2017, -   ,63.00,45.00,FALSE
31-10-2017, -   ,58.00,38.00,FALSE
01-11-2017,0.01,55.00,47.00,TRUE
02-11-2017,0.19,50.00,42.00,TRUE
03-11-2017,0.3,43.00,33.00,TRUE
04-11-2017,0.42,41.00,35.00,TRUE
05-11-2017,0.61,40.00,33.00,TRUE
06-11-2017, -   ,47.00,36.00,FALSE
07-11-2017, -   ,48.00,38.00,FALSE
08-11-2017,0.15,54.00,45.00,TRUE
09-11-2017,0.42,50.00,43.00,TRUE
10-11-2017,0.01,51.00,41.00,TRUE
11-11-2017,0.05,52.00,43.00,TRUE
12-11-2017,0.52,57.00,47.00,TRUE
13-11-2017,0.81,55.00,45.00,TRUE
14-11-2017,0.05,54.00,44.00,TRUE
15-11-2017,0.46,53.00,43.00,TRUE
16-11-2017,0.16,44.00,42.00,TRUE
17-11-2017, -   ,50.00,42.00,FALSE
18-11-2017, -   ,52.00,41.00,FALSE
19-11-2017,0.58,53.00,39.00,TRUE
20-11-2017,0.63,50.00,41.00,TRUE
21-11-2017,1.14,60.00,38.00,TRUE
22-11-2017,0.52,68.00,56.00,TRUE
23-11-2017,0.2,59.00,48.00,TRUE
24-11-2017,0.01,52.00,46.00,TRUE
25-11-2017,0.19,51.00,43.00,TRUE
26-11-2017,0.25,58.00,42.00,TRUE
27-11-2017, -   ,50.00,42.00,FALSE
28-11-2017,0.68,47.00,43.00,TRUE
29-11-2017, -   ,50.00,41.00,FALSE
30-11-2017,0.27,46.00,41.00,TRUE
01-12-2017,0.27,48.00,38.00,TRUE
02-12-2017,0.79,44.00,41.00,TRUE
03-12-2017,0.05,46.00,39.00,TRUE
04-12-2017, -   ,45.00,34.00,FALSE
05-12-2017, -   ,45.00,33.00,FALSE
06-12-2017, -   ,52.00,36.00,FALSE
07-12-2017, -   ,52.00,34.00,FALSE
08-12-2017, -   ,43.00,29.00,FALSE
09-12-2017, -   ,44.00,29.00,FALSE
10-12-2017, -   ,49.00,34.00,FALSE
11-12-2017, -   ,49.00,29.00,FALSE
12-12-2017, -   ,46.00,32.00,FALSE
13-12-2017, -   ,48.00,34.00,FALSE
14-12-2017, -   ,50.00,36.00,FALSE
